Address-City|Address-Country|Address-State|Address-Street Direction|Address-Street Name|Address-Street Number|Address-Unit Number|Address-Zip|Appliance Description|Association Fee|Cooling Description|Directions|Garage Description|Heating Description|List Date|Lot Description|Lot Size-Acres|MLS Board|Listing Agent ID|Listing Agent Name|Listing Office ID|Listing Office Name|Listing Office Phone|Listing Modified Date|MLS Number|Property Type|Amenities|Pool Description|Price|Property Class|Room Count-Total Bedrooms|Room Count-Total Full Baths|Room Count-Total Half Baths|Room Count-Total Rooms|School District|School-Elementary|School-High|School-Middle|Sewer|SQFT|Tax|Tax ID|Tax Year|Year Built|MLS Listing Status|Remarks|Basement Description|Basement YN|Golf Club YN|Horse Facilities YN|Health Club YN|Display Address on Internet YN|Virtual Tour URL|List Agent E-Mail Address|Fireplaces|Relocation Membership ID|RentalType|RentalPrice|CountyName|Subdivision|ExteriorAmenities|Listing CoAgent ID|Listing CoAgent Name
FOSTER CITY|USA|CA||179 Thatcher Lane|||94404|Countertop - Granite,Dishwasher,Freezer,Garbage Disposal,Hood Over Range,Island,Microwave,Oven Range - Gas,Refrigerator,Wine Refrigerator|121.00|None|||Central Forced Air - Gas|2018-01-24 14:12:19|Grade - Level|0.136|MLSLV4|00936866|Jan Majeski|APR-06|San Mateo||2018-02-01 01:08:09|ML81690041|Single Family|Bay Window,High Ceiling ,Vaulted Ceiling ,Wet Bar||2380000.00|Single Family|4|2|1||San Mateo-Foster City Elementary|Foster City Elementary|Hillsdale High|Bowditch Middle||3142||||1985|Active|Stunning "Alden Crossing" home offers a family room, loft & office/den & 3 Car garage. Light filled living room w/wood burning fireplace, vaulted ceilings & bay window. Formal dining room opens to expansive granite topped wet bar and sub-zero wine fridge. Separate family room w/fireplace & ceiling height built-in display shelves leads to the chef's kitchen showcasing granite counters, center island, full sized fridge & freezer, top of the line appliances and a quaint casual dining area. The main level also offers a master bedroom retreat and a den/office, complete w/ ample closet space & a luxury en-suite bathroom. A grand staircase leads to a versatile loft space that could be used as a play room, 3 additional bedrooms & an updated hall bathroom and plenty of storage. Additional amenities include a guest half bath, large laundry room, 3-car attached garage. HOA + membership to Port Royal pool, spa, clubhouse, gym & tennis courts. OH Sat 2/3 1:30-4 & 2/4 1:00-3pm||N|N|N|N|Y|https://179Thatcher.com|jan@majeski.com||12176|||San mateo||||
SAN JOSE|USA|CA||1791 Branham Lane|||95124|220 Volt Outlet,Cooktop - Gas,Countertop - Granite,Dishwasher,Exhaust Fan,Garbage Disposal,Microwave,Oven Range,Refrigerator||None|||Central Forced Air,Solar|2018-01-24 17:32:12|Grade - Level|0.156|MLSLV4|70000813|Ralph Rodriguez|APR-18|San Jose - Almaden Valley||2018-02-01 01:08:09|ML81690078|Single Family|||1249500.00|Single Family|4|2|0||Union Elementary|||||1740||||1956|Active|Charming home located in the desired Cambrian area. Slab granite kitchen countertops and backsplash, marble floors with granite inlays. Cozy living room with updated fireplace with slab granite hearth and coordinating marble tile. 3 good size bedrooms with recessed lighting and ceiling fans. Remodeled bathrooms with slab granite vanities, marble floors and decorative tiles. 2 car garage converted into extra living space, bedroom/office and laundry room (included in SF). Space can easily be converted back to garage. Large rear yard with charming garden boxes and wood deck and BBQ area. Great commute access. Walking distance to public transportation.||N|N|N|N|Y||ralphr@apr.com||12176|||Santa clara||||
CAMPBELL|USA|CA||329 Cherry Blossom Lane|||95008|Cooktop - Gas,Dishwasher,Exhaust Fan,Garbage Disposal,Hood Over Range,Microwave,Oven - Built-In,Pantry,Refrigerator|170.00|None|Hamilton to Llewellyn to Peach Blossom to Cherry Blossom||Central Forced Air - Gas|2018-01-25 01:22:01||0.081|MLSLV4|00804691|Brenda Miller|APR-01|Saratoga||2018-02-01 01:40:39|ML81690103|Single Family|High Ceiling ,Vaulted Ceiling ,Walk-in Closet||1395000.00|Single Family|4|2|1||Campbell Union Elementary|Rosemary Elementary|Westmont High|||2282||||1999|Active|Beautiful 19 year new Pulte home in quiet community close to Campbell Community Center, downtown Campbell, post office, schools, numerous parks, easy access to San Tomas Expy and Freeways. Spacious 4 or 5 bedroom model (currently a 3 bedroom as master has been extended but can easily be converted back to 4th bedroom) plus a bonus room/loft which could be the 5th bedroom. Wonderful floorplan with an open family room kitchen and separate living and dining area. Tremendous amount of extra storage in the attic upstairs. Gourmet kitchen with top of the line everything including stainless steel appliances and a walk in pantry! Recessed lighting throughout as well as paneled interior doors, an abundance of light with the numerous windows, vaulted and high ceilings, air conditioning and an oversized yard.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1922738|bmiller@apr.com||12176|||Santa clara||||
LOS ALTOS|USA|CA||100 1st Street, # 102|||94022|Dishwasher,Garbage Disposal,Hood Over Range,Island,Microwave,Oven Range,Refrigerator|660.00|None|||Central Forced Air|2018-01-25 08:26:07||0.842|MLSLV4|01196243|Andrea Schultz|APR-03|Palo Alto||2018-02-01 01:08:09|ML81690115|Single Family|High Ceiling ,Walk-in Closet||2395000.00|Single Family|2|2|0||Los Altos Elementary|||||1714||||2015|Active|Amazing opportunity to live in downtown Los Altos. Enjoy urban living in this rare and beautiful bldg built in 2015. 2 spacious bedrooms, 2 luxurious bathrooms, plus office/bonus room, laundry room, open floor plan, gourmet kitchen w/high end appliances. Stunning LR w/hi ceilings, crown molding, recessed lighting, plantation shutters and more. Formal dining area w/ built in cabinets and counter space. Outdoor patio. HOA features: secure bldg, underground parking, concierge services, club room, gym, roof top deck & bbq area. Fabulous location near shops, restaurants and more. Award winning Los Altos schools. Truly a rare find!||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1900147|aschultz@apr.com||12176|||Santa clara||||
ATHERTON|USA|CA||102 Encinal Avenue|||94027|Dishwasher,Hood Over Range,Island,Oven Range - Gas,Wine Refrigerator||None|||Central Forced Air|2018-01-25 10:10:57||0.82|MLSLV4|01371338|Zach Trailer|APR-05|Menlo Park||2018-02-01 01:08:09|ML81690122|Single Family|||11995000.00|Single Family|6|7|1||Menlo Park City Elementary|||||11020||||2017|Active|Stunning, high-end, modern new construction in desirable Atherton location offers &#177;11,020+sf of incomparable indoor-outdoor living.6BR 7.5BA +formal office.Chef's kitchen features high-end appliances, custom cabinetry & generous island with barstool seating.Walls of glass open completely on main level to beautifully landscaped backyard with pool & cabana, allowing seamless transition from indoors to outdoors.Luxurious master suite & spa-like master bath w/ soaking tub, his/her water closets & incredible, lavish walk-in closet. 5 additional en-suite bedrooms w/ custom closets.Lower level amazes w/ wall-length bar, theater room, glass-enclosed wine cellar or gym, & entertainment area w/ walls of glass that open up to generous patio.Lounge poolside or in the cabana with built-in kitchen.Blocks to Downtown Menlo Park,Caltrain & top-rated MP schools, a walker's paradise.A truly unique blend of modern luxury in Atherton w/ all of the conveniences of being close to town.A very rare offering.||N|N|N|N|Y|https://my.matterport.com/show/?m=Kt3ZSvuAtra|ztrailer@apr.com||12176|||San mateo||||
SAN JOSE|USA|CA||5330 Joseph Lane|||95118|Cooktop - Electric,Countertop - Other,Dishwasher,Exhaust Fan,Garbage Disposal,Microwave,Oven - Built-In,Pantry||None|||Central Forced Air|2018-01-25 10:54:57||0.165|MLSLV4|01249573|Carolyn Botts|APR-04|Los Altos||2018-02-01 01:08:09|ML81690131|Single Family|Bay Window,Inverted Floor Plan,Skylight,Video / Audio System||1348000.00|Single Family|4|3|0||Union Elementary|Lietz Elementary|Branham High|Dartmouth Middle||1765||||1958|Active|Beautifully remodeled home situated on a large, corner lot with attractive landscaping. The exceptional backyard offers a hot tub, pergola covered patio, paver seating area and terraced landscaping. This open and airy floor plan boasts hardwood flooring, designer gas fireplace with custom mantel, skylight, custom trim, newer windows, tankless water heater, neutral color palate, surround sound and more. Absolutely gorgeous kitchen features tile backsplash, Alderwood cabinets with display doors, Caesarstone counters, walk-in pantry and exceptional Miele appliances. The stylish master suite has a luxurious private bathroom with a stunning walk-in tile shower, dual vanities, custom built-ins, and upgrades galore. Located in a wonderful neighborhood with highly rated schools, and close to shopping, dining, Princeton Plaza Mall, De Anza Park, Almaden Valley Athletic Club. Call today to see this lovely home!||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1917403|carolynb@apr.com||12176|||Santa clara||||
ATHERTON|USA|CA||58 Winchester Drive|||94027|Countertop - Marble,Garbage Disposal,Hood Over Range,Island with Sink,Oven Range - Gas,Pantry,Refrigerator||None|||Central Forced Air|2018-01-25 11:06:22||0.565|MLSLV4|70001879|The Gullixson Team|APR-05|Menlo Park||2018-02-01 01:08:09|ML81690134|Single Family|High Ceiling ,Security Gate,Skylight,Vaulted Ceiling ,Walk-in Closet||8900000.00|Single Family|5|5|1||Menlo Park City Elementary|||||5445||||1925|Active|Built in 1925 and fully restored with designer touches throughout in 2014, this Craftsman-style residence combines a rich nod to the past with modern functionality and simplicity. The home exudes livability, beckoning a family to settle in and build a life together. The rooms flow effortlessly into one another with custom built-ins throughout. Family and friends can mingle in the open, airy kitchen/family room with a floor-to-ceiling marble fireplace and double French doors that open to the gorgeous back yard with a fire pit, entertaining terrace, and swimming pool. 5 bedrooms - 4 upstairs including the luxurious master suite with fireplace and marble bath with a soaking tub and steam shower. The main floor bedroom suite boasts a private entrance, sitting area, spa-like bathroom and mini-kitchenette. Menlo Park schools - Encinal K-5 and Hillview 6-8,||N|N|N|N|Y||GullixsonTeam@apr.com||12176|||San mateo||||
BELMONT|USA|CA||1080 Granada Street|||94002|Cooktop - Gas,Countertop - Tile,Microwave||None||||2018-01-26 08:20:50|Grade - Level|0.114|MLSLV4|01874265|Andrew Greenman|APR-10|Burlingame||2018-02-01 01:08:09|ML81690251|Single Family|||1199000.00|Single Family|3|1|0||Belmont-Redwood Shores Elementary|||||1140||||1947|Active|This stylish Belmont home offers an inviting bright functional floor plan and is situated on sunny level lot. A large outside deck, which is ideal for entertaining or relaxing, seamlessly connects the indoor living area to the spacious back lawn. This wonderful home has 3 bedrooms and 1 bathroom in total, with one bedroom located upstairs which leads to an expansive attic offering endless possibilities. A sizable living room with a large window allows the outdoors in. A sleek dining area runs off the living room and connects a kitchen that attracts the afternoon sun. The house has been newly painted, freshly landscaped, has refinished hardwood floors and a 1 car garage with an additional storage nook. Residents here enjoy access to top rated Belmont schools, have close proximity to shops, parks, and public transport links and benefit from easy commuter connections to SF & Silicon Valley.||N|N|N|N|Y|http://www.1080granada.com|agreenman@apr.com||12176|||San mateo||||
SAN JOSE|USA|CA||3052 Fairfax Avenue|||95148|||None||||2018-01-26 11:43:06||0.144|MLSLV4|01908462|Rebecca Jepsen|APR-01|Saratoga||2018-02-01 01:08:09|ML81690274|Single Family|||825000.00|Single Family|4|2|0||Evergreen Elementary|||||1450||||1965|Active|Charming Evergreen home in the sought-after Holy Oaks neighborhood! Great floor plan with separate living room, family room and eat-in kitchen. Newer roof, fresh paint throughout and large backyard. Just minutes from shopping, restaurants and top-rated schools. Easy commute to downtown San Jose and all of Silicon Valley.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1924930|rjepsen@apr.com||12176|||Santa clara||||
SAN JOSE|USA|CA||7072 Kindra Hill Drive|||95120|Cooktop - Gas,Countertop - Granite,Dishwasher,Island,Oven - Built-In,Oven - Double,Pantry,Refrigerator,Trash Compactor,Warming Drawer,Wine Refrigerator||None||||2018-01-26 12:15:10||0.267|MLSLV4|01355719|Therese Swan|APR-02|Los Gatos||2018-02-01 01:08:09|ML81690284|Single Family|Built-in Vacuum,High Ceiling ,Walk-in Closet||2699000.00|Single Family|4|4|1||San Jose Unified|Graystone Elementary|Leland High|Bret Harte Middle||5018||||2002|Active|Stunning views both day and night! Almaden Valley home is set on a hill with low maintenance landscaping including palm trees. Flagstone steps lead to a portico which guides you to the ornate wrought iron and glass double doors with transom, side lights and decorative stone casing. Lots of windows for natural light. Wood, marble, granite and stone throughout. High ceilings on BOTH floors. Each bedroom with its own bath. Large living spaces and bedrooms. Enormous great room large open kitchen, family room, dine-in area and soaring ceilings. Dual central air conditioning for each level, central vacuum recessed lighting, crown molding. Den/Library with custom built-ins. Cherry trees. Graystone Elementary School, Bret Harte Middle School and Leland High School.||N|N|N|N|Y|http://www.almadenvalleyrealestate.com/7072-kindra-hill-drive/|tswan@apr.com||12176|||Santa clara||||
HILLSBOROUGH|USA|CA||1120 Tournament Drive|||94010|Countertop - Granite,Dishwasher,Garbage Disposal,Island with Sink,Microwave,Oven - Double,Oven Range - Gas,Refrigerator,Warming Drawer,Wine Refrigerator||None||||2018-01-26 12:33:59|Views|0.584|MLSLV4|70016718|Christine Kosturos|APR-10|Burlingame||2018-02-01 01:08:09|ML81690286|Single Family|Security Gate,Vaulted Ceiling ,Video / Audio System||5299000.00|Single Family|7|5|1||Hillsborough City Elementary|South Hillsborough|Aragon High|Crocker Middle||4956||||1978|Active|Welcome Home! Step inside and savor the classic elegance and timeless appeal of this Tudor home with spectacular views. Grand scale rooms, beginning here in the foyer, feature fresh paint in the perfect designer color, striking hardwood floors, and amazing natural light from expansive windows. Offering the serene of the Western Hill backdrop, while also being the perfect home for entertaining. With 7 bedrooms, 3 upstairs and 4 downstairs, this home offers space for every lifestyle need. The fabulous chefs kitchen extends seamlessly to a casual dining area and family room. Fresh air dining, entertaining, and incredible level space for play unfolds outside. Here is where the natural beauty of Hillsborough takes center stage with miles of views and ultimate privacy. Join us and enjoy.||N|N|N|N|Y|www.1120tournament.com|ckosturos@apr.com||12176|||San mateo||||
BURLINGAME|USA|CA||1524 Cypress Avenue|||94010|Cooktop - Gas,Countertop - Granite,Dishwasher,Exhaust Fan,Freezer,Garbage Disposal,Hood Over Range,Ice Maker,Microwave,Oven - Double,Oven Range - Built-In, Gas,Refrigerator,Wine Refrigerator||None||||2018-01-26 14:21:07|Grade - Level|0.172|MLSLV4|00851745|Joanne Norris|APR-10|Burlingame||2018-02-01 01:08:09|ML81690306|Single Family|Bay Window,Walk-in Closet||3150000.00|Single Family|4|4|0||Burlingame Elementary|||||2450||||1923|Active|Classic Tudor style meets modern luxury. This 4BD/4BA home has it all wonderful curb appeal, contemporary ambiance inside, private rear yard w/deck and sparkling pool. Spacious two-story floor plan includes formal living & dining rooms, gourmet kitchen w/granite counter-tops and breakfast bar, large family room and casual dining area w/French doors to a lovely deck overlooking the lush grounds & pool. Main-level full bath completes this level. Upstairs includes a large master suite w/walk-in closet, marble bath with dual-sink vanity, whirlpool tub and separate shower. Second bedroom suite features a walk-in closet and separate bath. Two additional bedrooms are served by a hall bath. This wonderful home offers a sought-after location just blocks to downtown shopping & dining on famed Burlingame Ave.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1913557|jnorris@apr.com||12176|||San mateo||||
BELMONT|USA|CA||1424 Sunnyslope Avenue|||94002|||None||||2018-01-26 15:32:28||0.14|MLSLV4|01198898|Keri Nicholas|APR-05|Menlo Park||2018-02-01 01:08:09|ML81690321|Single Family|||1849000.00|Single Family|3|2|0||Belmont-Redwood Shores Elementary||Carlmont High|||1950||||1946|Active|Fabulous 3 bedroom, 2 bath home with views and expansive level backyard. Formal entry, elegant living room with fireplace, eat-in kitchen with stunning views opens to charming family/playroom. Exquisite master bedroom suite with private bath. Hardwood floors, central air-conditioning and laundry area. Centrally located, walk to Twin Pines Park and downtown. Award winning Belmont Schools.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1914535|keri@kerinicholas.com||12176|||San mateo||||
